claim_id,policyholder_id,policy_type,claim_type,region,channel,claim_date,report_date,report_lag_days,claim_amount,num_prior_claims,witnesses,police_report_filed,claim_status,is_fraud
CLM500960,PH101382,Life,Critical Illness,Scotland,Branch,2024-05-07,2024-05-28,21,136767.17,4,3,True,Pending,0
CLM500961,PH101326,Commercial,Liability,Yorkshire,Online,2024-12-29,2025-01-04,6,31174.79,7,1,False,Approved,0
CLM500962,PH100072,Home,Burglary,North West,Broker,2024-07-26,2024-08-21,26,9442.76,7,0,True,Approved,0
CLM500963,PH100067,Auto,Fire,North East,Mobile App,2023-06-03,2023-06-21,18,6057.13,7,3,True,Approved,0
CLM500964,PH101159,Auto,Third Party,London,Broker,2024-10-28,2024-11-09,12,3226.42,6,3,True,Approved,0
CLM500965,PH100322,Home,Burglary,North East,Mobile App,2023-02-12,2023-03-05,21,6644.36,3,1,True,Approved,0
CLM500966,PH100603,Travel,Medical,South West,Online,2024-03-26,2024-04-17,22,2119.38,6,1,False,Approved,0
CLM500967,PH101250,Home,Accidental Damage,Wales,Online,2023-06-08,2023-06-09,1,3639.72,4,0,True,Under Review,1
CLM500968,PH100058,Life,Critical Illness,Scotland,Call Center,2024-02-26,2024-03-25,28,15604.41,2,3,True,Approved,0
CLM500969,PH101466,Home,Storm,North East,Branch,2024-02-02,2024-02-04,2,39601.27,2,1,True,Approved,1
CLM500970,PH101341,Health,Optical,Wales,Online,2024-11-25,2024-12-03,8,5185.97,3,2,True,Approved,0
CLM500971,PH101343,Life,Death Benefit,North West,Mobile App,2023-10-23,2023-11-02,10,47643.58,2,3,False,Approved,0
CLM500972,PH100829,Life,Critical Illness,South East,Call Center,2024-05-02,2024-05-31,29,20312.82,7,3,True,Pending,0
CLM500973,PH101488,Health,Optical,South West,Call Center,2023-10-14,2023-10-26,12,3649.8,4,0,True,Approved,0
CLM500974,PH101254,Commercial,Property Damage,Scotland,Broker,2024-04-14,2024-05-03,19,8213.14,3,0,True,Approved,0
CLM500975,PH100564,Travel,Medical,North East,Mobile App,2023-04-14,2023-05-06,22,974.46,2,0,False,Approved,0
CLM500976,PH100390,Commercial,Business Interruption,North West,Online,2024-04-26,2024-05-08,12,21596.39,3,0,False,Approved,0
CLM500977,PH101168,Home,Fire,Midlands,Broker,2023-07-04,2023-07-30,26,4091.55,6,3,True,Approved,0
CLM500978,PH100971,Commercial,Liability,Northern Ireland,Broker,2023-08-23,2023-09-21,29,11114.41,5,3,True,Approved,0
CLM500979,PH100315,Home,Fire,Yorkshire,Branch,2023-11-26,2023-12-04,8,10876.47,5,3,True,Approved,0
CLM500980,PH101211,Commercial,Business Interruption,North East,Mobile App,2023-07-07,2023-07-18,11,85421.02,7,1,False,Approved,0
CLM500981,PH100565,Travel,Delay,North West,Branch,2024-01-14,2024-01-28,14,897.44,4,0,False,Approved,0
CLM500982,PH100123,Life,Death Benefit,South West,Branch,2023-11-30,2023-12-16,16,25274.78,3,0,False,Approved,0
CLM500983,PH100068,Commercial,Property Damage,South East,Online,2024-03-02,2024-03-20,18,25113.07,5,2,True,Approved,0
CLM500984,PH101121,Commercial,Liability,Northern Ireland,Call Center,2023-12-15,2023-12-27,12,24103.48,1,0,True,Pending,0
CLM500985,PH101223,Commercial,Property Damage,Midlands,Branch,2024-01-05,2024-01-15,10,6876.14,4,3,True,Pending,0
CLM500986,PH100949,Auto,Collision,South East,Call Center,2024-05-27,2024-06-13,17,2989.14,4,0,True,Approved,0
CLM500987,PH100297,Health,Optical,Northern Ireland,Online,2024-11-04,2024-12-02,28,880.85,0,0,False,Approved,0
CLM500988,PH100336,Life,Death Benefit,Midlands,Mobile App,2024-08-02,2024-08-22,20,28473.9,7,2,False,Approved,0
CLM500989,PH101075,Auto,Windscreen,London,Online,2023-09-24,2023-09-24,0,5658.43,7,1,False,Rejected,1
CLM500990,PH101352,Home,Burglary,Midlands,Call Center,2023-04-14,2023-05-02,18,5250.05,1,2,True,Approved,0
CLM500991,PH100921,Life,Death Benefit,South West,Call Center,2023-05-30,2023-06-10,11,53002.4,3,0,True,Approved,0
CLM500992,PH101298,Life,Death Benefit,London,Mobile App,2023-05-20,2023-06-07,18,35849.73,5,0,True,Rejected,0
CLM500993,PH100155,Auto,Collision,Yorkshire,Mobile App,2023-07-30,2023-08-04,5,4713.2,5,0,False,Approved,0
CLM500994,PH100572,Life,Death Benefit,South West,Call Center,2023-08-03,2023-08-08,5,33105.35,7,0,True,Under Review,0
CLM500995,PH101228,Auto,Third Party,Scotland,Broker,2023-02-26,2023-03-03,5,822.46,2,0,True,Pending,0
CLM500996,PH101305,Life,Death Benefit,North East,Broker,2023-11-04,2023-11-15,11,82278.29,5,0,True,Under Review,0
CLM500997,PH100227,Travel,Cancellation,Scotland,Broker,2023-05-28,2023-06-13,16,1064.48,0,0,True,Under Review,0
CLM500998,PH101230,Travel,Lost Luggage,London,Branch,2024-01-15,2024-01-18,3,2301.49,7,0,True,Approved,0
CLM500999,PH100942,Life,Critical Illness,Northern Ireland,Call Center,2024-08-18,2024-09-16,29,157034.36,2,0,False,Rejected,0
CLM501000,PH100777,Auto,Theft,Yorkshire,Branch,2023-10-25,2023-11-07,13,7087.69,7,2,True,Approved,0
CLM501001,PH100571,Auto,Fire,Yorkshire,Branch,2024-12-23,2025-01-03,11,3602.74,0,0,True,Approved,0
CLM501002,PH100221,Health,Dental,North West,Online,2023-10-27,2023-11-03,7,510.49,1,2,True,Approved,0
CLM501003,PH100384,Travel,Delay,North East,Online,2023-12-26,2024-01-22,27,1260.5,4,0,True,Rejected,0
CLM501004,PH100617,Health,Outpatient,Wales,Mobile App,2023-02-15,2023-03-07,20,1997.31,6,0,True,Approved,0
CLM501005,PH100105,Health,Outpatient,Scotland,Branch,2023-09-05,2023-09-20,15,1706.41,5,2,True,Pending,0
CLM501006,PH100099,Health,Hospitalisation,North West,Call Center,2023-04-18,2023-05-03,15,2477.86,7,2,False,Approved,0
CLM501007,PH100111,Life,Critical Illness,North East,Broker,2023-03-22,2023-04-13,22,62725.93,5,0,False,Approved,0
CLM501008,PH100769,Home,Accidental Damage,Scotland,Call Center,2023-12-11,2023-12-26,15,5017.55,3,3,False,Approved,0
CLM501009,PH100189,Commercial,Liability,Yorkshire,Mobile App,2024-07-28,2024-07-28,0,51449.16,4,1,False,Rejected,1
CLM501010,PH100591,Home,Burglary,North West,Branch,2024-06-10,2024-06-19,9,7199.01,5,3,True,Approved,0
CLM501011,PH101382,Home,Flood,Scotland,Call Center,2023-04-11,2023-05-01,20,11632.28,7,2,True,Approved,0
CLM501012,PH101289,Commercial,Business Interruption,Scotland,Broker,2024-11-29,2024-12-07,8,21820.59,0,3,True,Pending,0
CLM501013,PH100558,Life,Death Benefit,South East,Call Center,2024-06-06,2024-06-18,12,42592.33,7,0,True,Under Review,0
CLM501014,PH100675,Auto,Windscreen,Wales,Call Center,2023-04-23,2023-05-14,21,3196.84,7,1,False,Approved,0
CLM501015,PH101399,Travel,Lost Luggage,South West,Call Center,2023-09-14,2023-09-30,16,6460.1,1,3,True,Approved,0
CLM501016,PH100058,Health,Dental,Scotland,Online,2024-09-18,2024-10-10,22,2125.59,7,0,True,Approved,0
CLM501017,PH101204,Auto,Windscreen,North West,Call Center,2023-06-13,2023-06-23,10,3188.39,0,0,True,Approved,0
CLM501018,PH100216,Auto,Fire,London,Mobile App,2024-01-12,2024-02-06,25,9645.4,4,3,False,Approved,0
CLM501019,PH100803,Health,Optical,London,Mobile App,2023-04-22,2023-05-13,21,3729.01,1,1,True,Approved,0
CLM501020,PH100582,Home,Storm,North West,Broker,2023-11-09,2023-11-18,9,581.91,6,2,False,Approved,0
CLM501021,PH100342,Commercial,Property Damage,London,Mobile App,2024-11-06,2024-11-13,7,15433.71,5,0,True,Approved,0
CLM501022,PH100973,Home,Burglary,North West,Online,2023-05-19,2023-06-04,16,1340.9,0,1,False,Pending,0
CLM501023,PH101484,Home,Burglary,Wales,Call Center,2024-02-17,2024-03-10,22,12940.51,4,1,True,Pending,0
CLM501024,PH100461,Life,Death Benefit,Northern Ireland,Online,2023-02-09,2023-02-25,16,41989.29,5,2,True,Approved,0
CLM501025,PH100078,Life,Death Benefit,North West,Broker,2024-04-19,2024-05-05,16,21382.53,7,2,True,Approved,0
CLM501026,PH101218,Life,Death Benefit,Midlands,Mobile App,2024-07-24,2024-08-21,28,33415.25,7,0,True,Under Review,0
CLM501027,PH100860,Home,Accidental Damage,Midlands,Online,2023-08-04,2023-09-02,29,4381.32,7,2,False,Approved,0
CLM501028,PH100446,Commercial,Property Damage,Scotland,Mobile App,2023-11-24,2023-11-27,3,8564.21,0,2,True,Pending,0
CLM501029,PH101190,Auto,Fire,Wales,Broker,2024-02-02,2024-02-15,13,1768.32,0,1,True,Approved,0
CLM501030,PH100510,Life,Death Benefit,Northern Ireland,Mobile App,2024-03-18,2024-03-31,13,12239.3,3,2,True,Rejected,0
CLM501031,PH101401,Commercial,Liability,South East,Mobile App,2023-06-16,2023-06-18,2,10553.5,6,0,True,Approved,0
CLM501032,PH100954,Commercial,Property Damage,Midlands,Online,2024-07-22,2024-08-13,22,6720.39,4,0,True,Pending,0
CLM501033,PH101178,Auto,Windscreen,Wales,Mobile App,2024-03-11,2024-04-02,22,4167.88,3,3,True,Approved,0
CLM501034,PH101233,Auto,Third Party,North West,Broker,2024-08-14,2024-09-02,19,2802.43,6,0,True,Under Review,0
CLM501035,PH101469,Home,Storm,North East,Broker,2023-12-22,2023-12-23,1,5318.84,7,0,True,Approved,0
CLM501036,PH101367,Life,Death Benefit,South East,Branch,2023-02-28,2023-03-10,10,45593.64,7,2,False,Pending,0
CLM501037,PH100371,Life,Critical Illness,North West,Broker,2023-01-04,2023-01-18,14,45951.95,7,2,True,Pending,0
CLM501038,PH100744,Auto,Theft,North West,Online,2023-05-28,2023-06-17,20,6608.59,0,0,False,Rejected,0
CLM501039,PH100662,Auto,Third Party,Northern Ireland,Online,2024-04-23,2024-04-29,6,2018.37,5,1,False,Approved,0
CLM501040,PH100351,Home,Flood,Northern Ireland,Broker,2024-01-31,2024-02-05,5,3442.94,4,2,True,Approved,0
CLM501041,PH100624,Life,Death Benefit,Yorkshire,Broker,2024-09-10,2024-09-20,10,137118.51,7,2,True,Approved,0
CLM501042,PH100703,Commercial,Business Interruption,Northern Ireland,Online,2023-10-26,2023-11-09,14,9377.65,3,1,False,Approved,0
CLM501043,PH100262,Commercial,Property Damage,North East,Mobile App,2023-09-13,2023-09-24,11,12711.48,0,2,False,Approved,0
CLM501044,PH101422,Travel,Cancellation,North East,Mobile App,2023-07-02,2023-07-06,4,1651.86,0,1,True,Approved,0
CLM501045,PH100367,Home,Flood,North West,Branch,2024-03-16,2024-03-28,12,7308.24,3,2,False,Approved,0
CLM501046,PH100021,Travel,Delay,South East,Call Center,2024-09-28,2024-10-20,22,3537.8,6,1,True,Under Review,0
CLM501047,PH101284,Health,Outpatient,South East,Online,2024-06-22,2024-06-22,0,5686.14,4,2,False,Pending,0
CLM501048,PH100234,Home,Burglary,Midlands,Call Center,2024-09-11,2024-10-03,22,17075.32,7,3,True,Approved,0
CLM501049,PH101225,Health,Outpatient,South East,Call Center,2023-07-21,2023-08-02,12,4097.17,2,3,True,Approved,0
CLM501050,PH100677,Travel,Delay,North East,Call Center,2023-07-19,2023-08-07,19,2971.53,6,1,True,Under Review,0
CLM501051,PH100860,Travel,Lost Luggage,Midlands,Broker,2023-01-07,2023-01-26,19,868.69,4,1,True,Approved,0
CLM501052,PH100737,Health,Dental,Midlands,Broker,2024-10-15,2024-11-13,29,3326.33,5,3,True,Approved,0
CLM501053,PH100532,Travel,Cancellation,London,Mobile App,2023-07-15,2023-07-29,14,372.16,1,3,True,Approved,0
CLM501054,PH100981,Travel,Cancellation,London,Call Center,2024-05-27,2024-06-13,17,2349.5,2,3,True,Approved,0
CLM501055,PH100770,Commercial,Property Damage,Wales,Branch,2023-04-13,2023-04-25,12,14597.07,6,0,True,Rejected,0
CLM501056,PH101001,Commercial,Business Interruption,Yorkshire,Online,2023-08-19,2023-08-20,1,43268.01,5,2,False,Approved,1
CLM501057,PH100961,Commercial,Property Damage,Yorkshire,Online,2023-02-20,2023-03-16,24,32266.09,5,3,True,Pending,0
CLM501058,PH101158,Auto,Windscreen,South East,Online,2023-11-03,2023-11-14,11,1826.17,6,1,True,Approved,0
CLM501059,PH100233,Home,Burglary,London,Call Center,2023-10-22,2023-11-06,15,607.49,1,0,False,Approved,0
CLM501060,PH100782,Home,Burglary,South East,Mobile App,2024-05-21,2024-05-21,0,5557.5,7,3,False,Approved,0
CLM501061,PH100187,Auto,Third Party,Wales,Online,2024-02-28,2024-03-01,2,3998.21,1,0,False,Under Review,0
CLM501062,PH101170,Travel,Medical,Scotland,Mobile App,2024-08-13,2024-09-08,26,374.44,1,2,False,Approved,0
CLM501063,PH100871,Life,Death Benefit,South East,Online,2023-04-28,2023-05-08,10,18222.32,7,2,True,Approved,0
CLM501064,PH100861,Health,Optical,South West,Call Center,2024-01-17,2024-01-28,11,12133.61,3,2,True,Pending,0
CLM501065,PH100846,Life,Critical Illness,North East,Online,2024-04-07,2024-04-16,9,42351.61,4,2,True,Approved,0
CLM501066,PH100825,Home,Storm,Northern Ireland,Online,2023-09-08,2023-09-08,0,21741.12,4,0,False,Under Review,1
CLM501067,PH100959,Travel,Lost Luggage,North West,Call Center,2024-01-04,2024-01-29,25,705.32,0,1,True,Pending,0
CLM501068,PH101130,Auto,Collision,London,Broker,2023-12-28,2023-12-28,0,20492.1,0,1,False,Pending,1
CLM501069,PH101398,Travel,Cancellation,London,Online,2023-08-04,2023-08-31,27,1396.76,7,3,False,Under Review,0
CLM501070,PH100439,Auto,Third Party,Yorkshire,Mobile App,2024-10-13,2024-10-15,2,7016.98,7,2,True,Rejected,1
CLM501071,PH101064,Home,Storm,North East,Mobile App,2023-02-17,2023-03-02,13,9319.41,2,2,True,Approved,0
CLM501072,PH100708,Health,Dental,Wales,Online,2024-01-12,2024-01-13,1,5783.51,7,0,False,Rejected,1
CLM501073,PH101494,Auto,Windscreen,Scotland,Broker,2023-12-12,2023-12-28,16,1191.81,3,2,True,Pending,0
CLM501074,PH100063,Life,Critical Illness,South East,Online,2024-12-06,2025-01-02,27,30634.24,5,0,False,Approved,0
CLM501075,PH100116,Home,Fire,South West,Branch,2023-05-20,2023-05-24,4,7020.87,4,0,True,Under Review,0
CLM501076,PH100397,Health,Hospitalisation,Northern Ireland,Mobile App,2024-06-22,2024-06-22,0,3031.13,6,1,False,Approved,0
CLM501077,PH100594,Home,Flood,North West,Online,2023-11-29,2023-12-19,20,14529.28,2,2,False,Under Review,0
CLM501078,PH101378,Auto,Theft,South East,Broker,2024-07-10,2024-07-31,21,2573.4,6,0,True,Approved,0
CLM501079,PH100178,Commercial,Property Damage,North West,Branch,2023-10-26,2023-11-05,10,10244.66,1,1,False,Pending,0
CLM501080,PH101178,Life,Death Benefit,Wales,Broker,2023-07-14,2023-07-23,9,51223.75,0,0,True,Approved,0
CLM501081,PH100428,Commercial,Business Interruption,North East,Mobile App,2024-03-11,2024-04-05,25,38655.01,2,3,False,Rejected,0
CLM501082,PH100834,Travel,Cancellation,South East,Broker,2024-10-10,2024-10-29,19,223.64,0,2,True,Approved,0
CLM501083,PH100895,Health,Dental,Northern Ireland,Online,2023-03-12,2023-03-20,8,1145.35,2,1,True,Approved,0
CLM501084,PH101144,Home,Storm,South East,Broker,2023-07-17,2023-08-01,15,2515.24,3,3,True,Approved,0
CLM501085,PH100773,Health,Optical,South East,Online,2024-08-21,2024-09-06,16,2403.14,7,0,True,Approved,0
CLM501086,PH100396,Life,Critical Illness,Wales,Branch,2023-06-22,2023-07-15,23,34072.15,6,2,True,Approved,0
CLM501087,PH101097,Home,Burglary,South East,Mobile App,2023-03-05,2023-03-07,2,6643.64,6,0,False,Approved,1
CLM501088,PH101229,Health,Hospitalisation,London,Call Center,2023-04-20,2023-04-27,7,5058.29,7,1,True,Rejected,0
CLM501089,PH100202,Commercial,Business Interruption,North East,Broker,2023-01-25,2023-02-14,20,49533.89,1,0,False,Approved,0
CLM501090,PH100634,Health,Optical,Northern Ireland,Online,2024-10-09,2024-10-16,7,749.89,7,3,True,Pending,0
CLM501091,PH101436,Health,Optical,South West,Broker,2024-02-26,2024-03-21,24,2335.43,7,3,True,Rejected,0
CLM501092,PH101253,Home,Storm,Scotland,Online,2023-05-10,2023-05-21,11,3632.6,5,1,True,Under Review,0
CLM501093,PH100898,Auto,Windscreen,Scotland,Branch,2023-03-20,2023-03-22,2,1012.82,2,2,True,Rejected,1
CLM501094,PH100178,Travel,Cancellation,North West,Call Center,2024-09-04,2024-09-06,2,994.19,7,2,True,Under Review,0
CLM501095,PH100702,Commercial,Business Interruption,North West,Call Center,2023-01-28,2023-02-15,18,15480.12,7,0,False,Approved,0
CLM501096,PH100224,Home,Flood,South West,Online,2024-08-07,2024-08-07,0,5011.78,4,0,True,Approved,0
CLM501097,PH100827,Commercial,Business Interruption,Midlands,Branch,2023-01-19,2023-01-19,0,7322.16,6,0,True,Pending,0
CLM501098,PH100088,Auto,Third Party,North West,Call Center,2023-06-15,2023-06-15,0,4659.43,6,2,False,Approved,0
CLM501099,PH101172,Commercial,Business Interruption,Midlands,Branch,2024-07-03,2024-07-21,18,34789.34,3,1,True,Pending,0
CLM501100,PH100534,Life,Critical Illness,London,Online,2024-10-25,2024-11-08,14,8342.7,6,1,True,Approved,0
CLM501101,PH100803,Travel,Cancellation,London,Mobile App,2024-07-05,2024-07-10,5,1158.06,3,0,False,Pending,0
CLM501102,PH100545,Health,Optical,South West,Online,2024-07-01,2024-07-13,12,1407.97,0,3,True,Approved,0
CLM501103,PH100096,Health,Optical,South East,Call Center,2024-10-17,2024-11-04,18,4249.35,1,0,False,Approved,0
CLM501104,PH100577,Life,Critical Illness,Yorkshire,Call Center,2023-04-02,2023-04-18,16,8859.64,0,1,True,Rejected,0
CLM501105,PH101198,Commercial,Property Damage,Northern Ireland,Branch,2023-10-01,2023-10-07,6,31069.87,2,1,True,Pending,0
CLM501106,PH101050,Commercial,Liability,  SCOTLAND ,Branch,2023-11-23,2023-12-21,28,12954.28,1,1,False,Approved,0
CLM501107,PH100372,Health,Optical,Scotland,Broker,2023-10-26,2023-11-19,24,4292.08,3,1,True,Approved,0
CLM501108,PH101330,Auto,Collision,South East,Branch,2023-02-27,2023-03-07,8,5564.51,5,2,True,Approved,0
CLM501109,PH100454,Life,Death Benefit,Yorkshire,Broker,2023-04-14,2023-04-28,14,23866.88,1,0,True,Approved,0
CLM501110,PH100750,Home,Burglary,Midlands,Call Center,2023-01-01,2023-01-05,4,2320.3,1,0,True,Approved,0
CLM501111,PH100404,Life,Death Benefit,Scotland,Call Center,2023-06-22,2023-07-21,29,43361.74,1,2,True,Approved,0
CLM501112,PH100562,Commercial,Business Interruption,Wales,Branch,2024-12-13,2025-01-06,24,22741.24,0,2,True,Approved,0
CLM501113,PH100389,Health,Outpatient,South West,Branch,2024-06-01,2024-06-28,27,2157.79,5,2,True,Approved,0
CLM501114,PH100740,Home,Accidental Damage,North West,Call Center,2023-09-21,2023-10-09,18,3637.99,4,3,True,Approved,0
CLM501115,PH101001,Home,Burglary,Yorkshire,Branch,2024-09-26,2024-10-12,16,14692.47,1,3,True,Pending,0
CLM501116,PH100685,Life,Critical Illness,South East,Online,2024-05-01,2024-05-04,3,2625.45,5,1,True,Approved,0
CLM501117,PH100171,Home,Burglary,Northern Ireland,Branch,2024-04-15,2024-05-12,27,5877.84,7,2,True,Approved,0
CLM501118,PH101320,Home,Storm,South West,Online,2023-02-21,2023-02-21,0,11401.85,1,0,False,Pending,1
CLM501119,PH100251,Health,Dental,North East,Broker,2023-05-01,2023-05-03,2,920.73,6,1,True,Rejected,0
CLM501120,PH101481,Life,Critical Illness,North West,Call Center,2023-08-08,2023-08-14,6,49217.73,4,2,False,Under Review,0
CLM501121,PH100041,Home,Burglary,North West,Online,2024-02-16,2024-02-24,8,6478.11,5,2,False,Under Review,0
CLM501122,PH100295,Commercial,Business Interruption,North East,Call Center,2024-02-19,2024-02-29,10,18340.77,2,0,True,Approved,0
CLM501123,PH101199,Health,Outpatient,North West,Mobile App,2023-06-16,2023-06-30,14,1845.36,0,3,True,Under Review,0
CLM501124,PH100986,Home,Flood,Scotland,Broker,2024-11-19,2024-12-11,22,5654.17,3,0,False,Rejected,0
CLM501125,PH100735,Home,Flood,North West,Branch,2023-08-05,2023-08-23,18,10812.93,6,0,False,Approved,0
CLM501126,PH100934,Commercial,Liability,South East,Branch,2024-04-26,2024-05-25,29,14662.71,5,1,True,Approved,0
CLM501127,PH100627,Health,Outpatient,North West,Mobile App,2023-08-21,2023-09-17,27,2293.93,1,0,True,Pending,0
CLM501128,PH100448,Auto,Collision,South West,Call Center,2023-02-15,2023-02-15,0,7607.26,6,1,False,Pending,1
CLM501129,PH101107,Life,Critical Illness,Yorkshire,Online,2023-09-05,2023-09-11,6,98633.32,0,1,True,Approved,0
CLM501130,PH100137,Commercial,Liability,Wales,Mobile App,2024-09-03,2024-09-10,7,3867.92,3,0,True,Approved,0
CLM501131,PH101010,Travel,Cancellation,Scotland,Call Center,2023-09-26,2023-10-24,28,1644.36,7,3,False,Approved,0
CLM501132,PH101113,Health,Optical,Northern Ireland,Online,2024-05-30,2024-05-30,0,874.2,5,2,False,Approved,0
CLM501133,PH100372,Commercial,Property Damage,Scotland,Mobile App,2024-01-21,2024-02-13,23,16455.04,0,2,True,Approved,0
CLM501134,PH101372,Health,Outpatient,North West,Branch,2023-05-15,2023-05-28,13,564.96,2,1,True,Rejected,0
CLM501135,PH100112,Travel,Cancellation,London,Online,2024-11-07,2024-12-01,24,4390.74,1,3,True,Pending,0
CLM501136,PH100409,Commercial,Liability,Wales,Call Center,2023-07-17,2023-08-02,16,23787.23,3,0,True,Pending,0
CLM501137,PH101485,Health,Outpatient,Scotland,Online,2023-06-07,2023-06-12,5,4080.34,7,3,True,Under Review,0
CLM501138,PH100653,Travel,Lost Luggage,Midlands,Online,2024-09-24,2024-10-03,9,592.25,2,0,True,Approved,0
CLM501139,PH101167,Home,Burglary,South East,Mobile App,2023-02-03,2023-03-03,28,8888.8,1,1,True,Under Review,0
CLM501140,PH100093,Travel,Lost Luggage,North West,Broker,2024-08-18,2024-09-04,17,920.99,1,3,True,Pending,0
CLM501141,PH100875,Home,Flood,South West,Branch,2023-07-29,2023-08-18,20,13119.97,0,0,True,Approved,0
CLM501142,PH101106,Commercial,Liability,South East,Online,2024-11-15,2024-11-18,3,58170.5,3,0,True,Approved,0
CLM501143,PH100680,Travel,Delay,North East,Mobile App,2024-08-17,2024-08-24,7,683.94,1,2,True,Approved,0
CLM501144,PH101308,Commercial,Liability,Yorkshire,Broker,2023-05-07,2023-05-30,23,57914.54,6,1,True,Approved,0
CLM501145,PH100929,Home,Burglary,North East,Call Center,2024-11-01,2024-11-25,24,5184.77,2,3,True,Approved,0
